identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,avantages_dateFin,avantages_categorie,nro_paginas,page,images_4
31554,8435257039138,1280.0,Nestlé,"Nestlé - iogurte líquido de tutti-frutti, pack 8 x 160 g",,3.89,3.04,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBACDDE5448B1E7990331AE3CC79D8AF.jpg,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,3,1,
34819,5604260287086,200.0,PorSi,Pistachios com sal,Embalagem de 200g,3.79,18.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CE106296003E8E1ADB82DF0A039F9E5.jpg,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,3,1,
35483,8410436343435,500.0,Sonasol,Spray desengordurante,Embalagem de 500 ml,1.99,3.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/47473DD6CCCCC8BCBCC650E05B76EF50.jpg,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,3,1,
35558,5601151973721,3500.0,Pepsi,"Refrigerante com gás, pack de 2 x 1.75 l",,3.18,0.91,3500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4591303E8886D5226C017EC0EFBDEC41.jpg,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,3,1,
36915,5604260287024,200.0,PorSi,Caju frito com sal,Embalagem de 200 g,2.99,14.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B063B24F1A2A79FD54438680947A0D3.jpg,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,3,1,
40593,5603722519406,480.0,Mimosa,"Iogurte fruta batida morango, 4 x 120 g",,1.69,3.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/41C5135F0F8227064BFED500C982147E.jpg,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,3,1,
40666,5604260303717,550.0,PorSi,"Queijo de vaca curado amanteigado, +/- 550 g",,4.79,8.71,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA9B99B490F3B05F95DF1946378C72AD.jpg,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,3,1,
40983,8711327398351,750.0,Olá,Carte dor romantica 750ml,,6.49,8.65,750,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D57A8BD6552872F6AB48A23112A32845.jpg,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,3,1,
41079,8718951337770,1250.0,Ajax,"Detergente líquido lava tudo festa das flores lavanda, embalagem de 1.25l",,2.24,1.79,1250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9AF3F843CD8D9DB932E9E6D241AC411E.jpg,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,3,1,
43627,5604260310012,600.0,PorSi,Batata pom'duchesse,Embalagem de 600g,1.89,3.15,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE44E9B7714D1E52F272B808FA5B8E16.jpg,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,3,1,
45678,5604260312023,90.0,PorSi,Snacks crocantes com queijo,Embalagem de 90g,0.89,9.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/24D5BD498E27F9B995025450BEE0B662.jpg,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,3,1,
46606,5604260318384,100.0,PorSi,Queijo azul,100 g,1.85,18.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/193B6BA07710373997636A43021AF4C5.jpg,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,3,1,
4984,5601012011500,750.0,Mateus,"Vinho rosé, garrafa de 750 ml",,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3FA76398635D4910DF924BE55B489ECE.jpg,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,3,1,
52338,8720181392931,1368.0,Comfort,"Amaciador roupa concentrado creations jasmim e mirtilo, 76 doses",,3.99,2.92,1368,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6011DCF134621AA99ADEF13E90F43514.jpg,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,3,1,
5272,5601164902312,4800.0,Super Bock,"Cerveja com álcool, pack 24 x 0.20 l",,9.99,2.08,4800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A98E5FF8E5DDF166F2B333F0EE0114E7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2C2858ADC421F33AF17C6115D108100.jpg,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,3,1,
52780,8711327621015,825.0,Carte DOr,"Gelado stracciatella, 825 ml",,3.59,4.35,825,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9077E20C19CAF03342D46F370AD9A5BA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96ACD079643DD28D2A3D30A5732CD591.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96ACD079643DD28D2A3D30A5732CD591.jpg,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,3,1,
54321,8718951477957,100.0,Colgate,"Pasta De Dentes Tripla Ação, 100ml",,2.14,21.4,100,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/314A8AD6D21192FE5E061EE56C598725.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9ADDEB220D16C8DAE54C517CBC09DC55.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9ADDEB220D16C8DAE54C517CBC09DC55.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9ADDEB220D16C8DAE54C517CBC09DC55.jpg,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,3,1,
9751,5604661000222,,Seia,"Queijo de ovelha curado amanteigado, embalagem de 500g",,9.79,9.79,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/698046A4AD1D5A001102E30C2B4ADE46.jpg,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,3,1,
45677,5604260312016,60.0,PorSi,Snacks crocantes com bacon,Embalagem de 60g,1.15,19.17,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/052101F3D098F47C3FB7EC4FC5F6A5F1.jpg,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,3,1,
1010,5601038300091,240.0,Knorr,"Caldo de galinha 24 cubos, embalagem de 240g",,2.49,10.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E25834255892D5C9C1047A286FE9847.jpg,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,3,1,
5143,5601096201309,750.0,Casal Garcia,"Vinho verde branco, garrafa de 0.75 l",,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C499325EC5B55389E1608DCDF3310034.jpg,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,3,1,
7401,3250390461777,150.0,Páturages,Queijo roquefort,Embalagem de 150 g,2.79,18.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E03055290F31A27B798D471C25305D9D.jpg,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,3,1,
17265,2696109000000,600.0,Pastelaria,Galette de Rois,600g,4.99,8.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C67BA4CDA8508BEF0A5304015C5BF4C3.jpg,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,3,1,
45654,5604260312009,90.0,PorSi,Snacks Crocantes Amendoim,Embalagem de 90g,1.59,17.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A5ACB84EF4B418EA59A43874AE65092.jpg,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,3,1,
11942,5603533492202,1000.0,Frize,"Água com gás groselha, pack 4 x 0.25 l",,2.09,2.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9F272D120CD1620A52E8FDFD1398797A.jpg,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,3,1,
9111,5601989001412,750.0,Monte Velho,"Vinho regional alentejano tinto, garrafa de 0.75 l",,3.89,5.19,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5313E203A06105D1BF7A5AD8308AD864.jpg,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,3,1,
12471,8435257040868,640.0,Nestlé,"Iogurte líquido yoggi morango/banana, embalagem de 4 x 160g",,1.99,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E92C48D7A1A5BA67322D0E6250F5BAFF.jpg,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,3,1,
8808,5601252107094,250.0,Gallo,"Vinagre vinho branco, garrafa 250ml",,1.29,5.16,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0BA26199C027C9616D0DF2F5F2C3C85C.jpg,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,3,1,
33301,5604260286997,200.0,PorSi,Amendoim com Piri-Piri,Embalagem de 200g,1.29,6.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/45F47C82220E3A017E0818597CB20549.jpg,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,3,1,
52337,8720181392955,1368.0,Comfort,"Amaciador roupa concentrado creations flor de lótus e lima, 76 doses",,3.99,2.92,1368,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA557AEC063D2D449E9AD9A05E65B1FD.jpg,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,3,1,
52897,8720181392917,1332.0,Comfort,"Amaciador concentrado essência pure, 74 doses",,3.49,2.62,1332,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5C0D70B94DAAFB0949EA4EE48242D35.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C81AB307354BD851AD24288672BBAB9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C81AB307354BD851AD24288672BBAB9.jpg,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,3,1,
52889,8720181385094,945.0,Skip,"Detergente líquido máquina de roupa baby, 21 doses",,3.99,4.22,945,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/88B9AA7AC23F4BC407E554F7DDCFF45B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F71A2C4911172C11157AB331E2B3BEF3.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F71A2C4911172C11157AB331E2B3BEF3.jpg,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,3,1,
16229,8712561587495,4000.0,Comfort,"Amaciador de roupa, pure, de 4 l",,4.99,1.25,4000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AAE7E7461FE5C9CAA68CFDC37842673D.jpg,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,3,1,
41078,8718951333420,1250.0,Ajax,"Detergente líquido lava-tudo festa das flores primavera, 1.25 litros",,2.24,1.79,1250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67E1C6EE2E3883C90BF505A7EA63B51E.jpg,,,,2025-04-20T23:59:59.999999999+01:00,PROSPECTUS,3,1,
41447,5601082047812,,Delta Q,Café mythiq,Embalagem com 40 cápsulas,15.99,15.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B58BECEDE4BA3A9AAD2A25898792041E.jpg,,,,2025-04-23T23:59:59.999999999+01:00,PROSPECTUS,3,1,
