identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,images_6,images_7,avantages_dateFin,avantages_categorie,nro_paginas,page
18942,5601989950086,750.0,Monte Velho,"Vinho rosé, região do alentejo, garrafa de 0,75 l",,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/492FA643C4A4901779ACEB329DDE602F.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
2474,7613032408602,85.0,Purina Gourmet,"Comida húmida para gato vaca e frango, embalagem de 90g",,0.74,8.71,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/571C1A9D6D5EE4C101463565EC0CDDDE.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
14698,7613034570512,90.0,Nestlé,"Fruta para bebé 4 frutas +4 meses, embalagem de 90g",,0.65,7.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3717C2AF583A80AD83A765BB8032F767.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
30414,4015400917304,480.0,Fairy,Detergente Liquido Loiça Original,480 ml,2.54,5.29,480,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BDA62A6B9333A70897E09AEAD0B62BBF.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
15507,5601050031621,480.0,Danone,"Iogurte activia cremoso coco,  4 x 120 g",,1.99,4.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C7C13400244FC9F141DCEBAD00E0F9D5.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
53755,8718951634039,75.0,Colgate,Pasta de Dentes Proteção Total Frescura Activa,Embalagem de 75ml,2.99,39.87,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C18F07835F3D6438BB7B0A38CEE057EA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5EFEACF1671EF57A55C08B97CD5A521C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5EFEACF1671EF57A55C08B97CD5A521C.jpg,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
21767,7613035487871,90.0,Nestlé,"Fruta para bebé multifrutas +4 meses, embalagem de 90g",,0.65,7.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B1A7DCEC52C23E2760C4FE3A24A75EE.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
13523,2893515000000,250.0,Peixaria,Lula Congelada,1 un= 250 gr (aprox.),1.25,4.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2B7BBDC4CDC3C912C9CD2FEC6D3B682.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
10095,8435257040899,640.0,Nestlé,"Iogurte líquido yoggi morango, embalagem de 4 x 160g",,1.99,3.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BCBB1C4518CDF8045B46EB41CD173E54.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
282,0000080361497,85.0,Purina Gourmet,"Comida húmida para gato pedacinhos em molho com salmão, embalagem de 90g",,0.74,8.71,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3269BDBEA9617D986C45DC8EC354AB3.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
44956,2696878000000,,Padaria,Bola de mistura centeio Baviera,90 g,0.2,0.2,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/09DB4B39AC0AAE5D11E868A906EFB364.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
12909,2892005000000,250.0,Fruta,Laranja Económica,1 un = 250 gr  (aprox.),0.35,1.39,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67E13FD34B36BCD37E12339EB836171D.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
34115,5010504100095,700.0,Cutty Sark,Whisky,Garrafa de 700 ml,12.69,18.13,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2BC314804C41B6E623B4ADD6D620E800.jpg,,,,,,,,2025-12-24T23:59:59Z,PROSPECTUS,18,1
13914,2891225000000,350.0,Frango,Perna com Costa,1 un. = 300 g (aprox.),0.87,2.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D1297D1CD095629263E582A65B4C3857.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
15161,5604260274246,1000.0,PorSi,Cenouras Programa Origens,Embalagem de 1 kg,0.89,0.89,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/558C3AC1450C10C8B2395D06441C5423.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
8383,5601049132995,1000.0,Mimosa,"Leite uht meio gordo, embalagem de 1litro",,0.89,0.89,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6FB52C843F677BD37D399D45BB10B38B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE810093A08CEBD60415DCC626CF5804.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0562293538F541B1B99592AA046327B.jpg,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
13934,2891062000000,250.0,Porco,Rojões,1 un = 250 gr  (aprox.),1.12,4.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/925F2FDC1F925A7FD71EE6165315B22E.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
34877,5604260285464,1500.0,PorSi,Maçã royal gala categoria II Programa Origens,Embalagem de 1.5 kg,1.69,1.13,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F091E3663EBAE6E7A8981702DFBCC609.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
37515,5604260294367,1000.0,PorSi,Arroz Agulha Europa 1000g,,1.19,1.19,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3AE7BF941A236F6D331254BF58EBAFEF.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
46714,5604260318742,,PorSi,Papel Higiénico Branco 3 Folhas 12 Rolos,,3.39,3.39,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/302F6B4FE48393BA7E5D666ED55E249B.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
34239,5604260285495,1500.0,PorSi,Pera rocha categoria II Programa Origens,Embalagem de 1.5 kg,2.49,1.66,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6E3096BF97BB2633EACD15A32FEACF7.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11ABC193A8AF1413E11E1849F00D2775.jpg,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
9691,5604260270613,500.0,PorSi,Queijo Flamengo Fatiado 500g,,3.99,7.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C8998B7CDC65CD8030539E0414C45C30.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
24921,5604260281855,500.0,PorSi,Massa Espirais Tricolores 500g,,0.79,1.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5CE58905BD4CA1FD470803CD9B488D04.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
5926,5604260256907,2000.0,PorSi,Lava Tudo Perfumado Lavanda,,0.99,0.5,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01DD4B6F1EC514CE87AE4FA32F6F195B.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
13781,2892323000000,250.0,Fruta,Uva Red Globe,1 un = 250 gr  (aprox.),0.57,2.29,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CB9D5C0FE47F5D642EA2D42574AAC35.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
18296,5604260278428,640.0,PorSi,Iogurte Líquido Piña Colada 4x160g,,1.29,2.02,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5A721600651A4B2D8315117682047D7D.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
36253,5604260290246,200.0,PorSi,Nata Uht Light para Culinária 200ml,,0.79,3.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/74793DCDE44A2C870A0969856DFE2B90.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
36774,5604260300686,640.0,PorSi,Iogurte Líquido Stracciatella 4x160g,,1.29,2.02,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2FFBE33474D478DB26278409ED4B240.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
42776,5604260304714,200.0,PorSi,Fiambre da Pá Fatiado 200g,,1.59,7.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96696B16BD79A06D0941D803193430BB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BF6C4B7F27D2FA729AB427C5AFC4D32.jpg,2025-11-19T23:59:59Z,PROSPECTUS,18,1
49539,5604260310494,200.0,PorSi,Miolo Camarão 40/60 200g,,3.49,17.45,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A036B005A101B484065D523FC40EFC8.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
9631,5604260265466,250.0,PorSi,Manteiga Dos Açores com Sal 250g,,2.09,8.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/908BF5FCA04D5A1AA86D3F2B5E9CD434.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
13893,2891043000000,1000.0,Porco,Entrecosto,Vendido ao peso a partir de 1 kg,6.29,6.29,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA05EE99D302D59771FCC108473E0700.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
35490,5604260285273,1000.0,Porsi Vivabem,Leite Uht Magro sem Lactose 1l,,1.0,1.0,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C0D8FEA6733802713556DC723A8C1BA7.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
9727,5604260273058,200.0,PorSi,Queijo Mozzarela Ralado 200g,,1.59,7.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/87A294803531F1557BAF63F77686243B.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
12888,2892090000000,500.0,Fruta,Manga Avião,1 un=500 gr (aprox.),1.95,3.89,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A3E5B8447376E0E91C2C4BB7B1444B76.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/842EA0C904154D230A3A6F63A245D264.jpg,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
13818,2892584000000,250.0,Legumes,Pimento Vermelho,1 un=250 gr (aprox.),0.55,2.19,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F76C07448A59E6639379639A64EE2C63.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
28607,5604260278442,640.0,PorSi,Iogurte Líquido Morango e Banana 4x160g,,1.29,2.02,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8E84CA7EC8158108F2EF2A62514FF897.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
28608,5604260282821,640.0,PorSi,Iogurte Líquido Frutos Tropicais 4x160g,,1.29,2.02,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B152BCFD6AE7E62A7FDFE1104F2B5961.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
34876,5604260285488,1500.0,PorSi,Maçã starking categoria II Programa Origens,Embalagem de 1.5 kg,1.69,1.13,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA6B73374DD1E7B1436CB2F99D3B721B.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
49554,5604260323661,,PorSi,Toalhitas Bebe Rec Agilidade 4x72,Embalagem de 4 x 72 unidades,3.19,3.19,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A55A5882013405A1E736BD7B20EAB60C.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
52774,5604260329748,630.0,PorSi,Polpa Tomate Tetra 3x210g,,1.49,2.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D676468F00FF559F0BECC7FC3D16CCA.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
9292,5603722493812,250.0,Matinal,"Manteiga magra, embalagem de 250g",,2.49,9.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA91DFCE88DA98DA1BB05E606B3C1FF9.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
18298,5604260278459,640.0,PorSi,Iogurte Líquido Morango 4x160g,,1.29,2.02,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE51EE5E15324D84DD1CD633B09B61D4.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
2265,5604260269853,175.0,PorSi,Batatas Fritas Lisas Receita Camponesa 175g,,1.18,6.74,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/447E18276F99BABAF787DD69D7608562.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
35489,5604260285266,1000.0,Porsi Vivabem,Leite Uht Meio-gordo sem Lactose 1l,,1.0,1.0,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C75C157CAE99A5A835DA383E6173404B.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
37421,5604260290222,200.0,PorSi,Nata Uht para Bater 200ml,,0.83,4.15,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA639A4F29FBE6D71D02CD3BC30863EF.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
40514,5604260302321,2000.0,PorSi,Ice Tea Pêssego 2l,,1.19,0.6,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/119C3CB73CD40DA468E2E6CBB1420B8C.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
40654,5604260295708,,PorSi,Porsi 10 Sacos de Lixo com Fecho 50l,,1.04,1.04,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/26D085B0AD6F18827C0DB222DE504A7D.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
45212,5604260313440,,PorSi,Toalhitas Bebé Rec Basic X72,Embalagem de 72 unidades,0.89,0.89,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A8840C4D3591A0FCF0D30701819AA3F.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
47005,5604260315154,140.0,PorSi,Iogurte Bicompartimentado com Drageias Coloridas 140g,,0.58,4.14,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E508BCBD83036F362863D6F44BCBDFC1.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
48138,5604260323302,2000.0,PorSi,Amaciador Roupa Concentrado Spa 80d,,1.65,0.83,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B55A72265AD19CED3CBED903155DF619.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
11967,5601049612336,250.0,Mimosa,"Manteiga com sal, embalagem de 250g",,2.19,8.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2C2D066D904F137421CA4F472DC07738.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B59AE74FD0DBE6C3112F001AFF69E867.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BB9196C3025886DBB6F20EDD70A1CA7A.jpg,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
1819,5604260031634,150.0,PorSi,Bolacha Starchip Originais 150g,,1.19,7.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CABC3D20B1CC9C514379C2FAC0BED85E.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
18864,5604260280506,500.0,PorSi,Iogurte Tipo Grego Stracciatella 4x125g,,1.79,3.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/334F1D6FB360E4136373288319BA5409.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
35132,5604260292691,400.0,PorSi,Preparado de Carne de Novilho 400 G,,5.58,13.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA237A273D27DEFFCEE4206F1593AE11.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
37981,5604260295760,,PorSi,Porsi - Saco Lixo Ff Perfumado 650x700 50l,,1.7,1.7,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/87BB39A7028A7AC67136CE76F8517017.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
40491,5604260295753,,PorSi,Porsi - Saco Lixo Ff Perfumado 500x600 30l,,1.07,1.07,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DFBB530640691593E7F39F828433DED1.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
40605,5604260302338,2000.0,PorSi,Ice Tea Limão 2l,,1.19,0.6,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/34868D91A34DD60975E3414B525E31CF.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
56395,5604260334636,640.0,Porsi Vivabem,Iogurte Líquido Magro Piña Colada 4x160g,,1.35,2.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/56E2584E43311EB3153172BA46A745DF.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
13897,2891053000000,1000.0,Porco,Lombo sem Osso,Vendido ao peso a partir de 1 kg,5.29,5.29,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/415564DA70574ED3C1D7475F1F28BDB6.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
14726,8711100080060,400.0,Maizena,"Farinha, embalagem de 400g",,1.64,4.1,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/510CA0D1320DDBD17C988D55861FD3B8.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
17827,5603344531022,110.0,General,Atum posta em óleo,Embalagem de 110g,0.99,9.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6CF8780AD6CFF5E4D2703538338330A5.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
1844,5604260035847,185.0,PorSi,Batatas Fritas Onduladas Sabor a Presunto 185g,,1.25,6.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29D2C600CBA2711F31E4BCBC05A9C865.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
19447,5604260278473,640.0,PorSi,Iogurte Líquido Frutos Vermelhos 4x160g,,1.29,2.02,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8581A11FFE819B3D2A07520BA73EC4AF.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
20939,5602125000344,300.0,Legumes,Cogumelo Portobello Pequeno,embalagem de 300 g,1.39,4.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/498EFA86C0C334205FFF2827730CD254.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
2309,5604260271801,2000.0,PorSi,Cola Zero 2l,,0.79,0.4,2000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B3B2D30749328B98E0A5409203C1AF4C.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
23590,5603722514142,1600.0,Agros,"Leite com chocolate, embalagem de 8x200 ml",,2.96,1.85,1600,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B07C2A65AC5D9D66E12210391EDB136.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
35138,5603722517655,960.0,Mimosa,"Iogurte sólido aroma morango, ananás e banana, 8 x 120 g",,1.89,1.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7070B93AC2DB23DCF61734D801E40E6D.jpg,,,,,,,,2025-11-19T23:59:59Z,PROSPECTUS,18,1
