identifier,idProduit,itemId,produitEan13,pviIncrement,capacite,qteMaxPanier,marque,libelle,conditionnement,prix,unitPrice,prixKg,prixBarre,vignetteCollector,pictogrammes,poidsMinimum,poidsNet,poidsUnite,volume,isTrad,isPresentAlcoholProduct,avantages,origine,categorie,nbPiece,typeProduit_code,typeProduit_value,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_idCategorie,pictogrammes_idPicto,pictogrammes_image,pictogrammes_infoBulle,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,images_0,images_1,images_2,page,nro_paginas,images_3
38049,8001841361079,38049,8001841361079,1,340.0,99,Fairy,Detergente liquido para loiça limão,Embalagem de 340 ml,1.59,4.68,4.68,0.0,0,[],0,0,0,340,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BED1AA3039C8B605B08FD8155BD78E2E.jpg,,,1,11,
11982,5603802400020,11982,5603802400020,1,750.0,99,Fiuza,Vinho branco tejo sauvignon,Garrafa de 750 ml,4.99,6.65,6.65,0.0,0,[],0,0,0,750,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/797D96AF75B4BD4EF0B0B0A63B1AB06E.jpg,,,1,11,
15489,7613031884247,15489,7613031884247,1,4000.0,99,Friskies,"Ração para gato adulto com vaca, frango",Embalagem de 4kg,10.79,2.7,2.7,0.0,0,[],4000,4000,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3758935B87F55535F41EEF08B41E8342.jpg,,,1,11,
1118,5601066301428,1118,5601066301428,1,500.0,99,Nacional,Esparguete fino,Embalagem de 500g,0.94,1.88,1.88,0.0,0,[],500,500,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67F0D19883C839DBA45E58C8EE2EE72B.jpg,,,1,11,
2749,8410063046532,2749,8410063046532,1,350.0,99,Pescanova,Miolo de camarão 80/100,Embalagem de 350g,6.99,19.97,19.97,0.0,0,"[{'idPicto': 69, 'idCategorie': 28, 'libelleCategorie': 'Tipo de stockagem', 'image': 'https://driveimg1.intermarche.com/pt/Ressources/images/publication/8136.png', 'infoBulle': ''}]",350,350,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,28.0,69.0,https://driveimg1.intermarche.com/pt/Ressources/images/publication/8136.png,,Tipo de stockagem,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1D2AEF816246B4D1E4F3A2363606A04.jpg,,,1,11,
45233,5029053550039,45233,5029053550039,1,,99,Huggies,"Toalhitas de bebé pure, 56 unidades",,1.29,1.29,1.29,0.0,0,[],0,0,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,0.0,PU,Pièce unitaire,,€/Unidade,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/20C28BA1A876252F30C96673833B4692.jpg,,,1,11,
16105,5601146703463,16105,5601146703463,1,7500.0,99,Sagres,Cerveja Mini,pack 30 x 0.25 L,13.85,1.85,1.85,0.0,0,"[{'idPicto': 3682, 'idCategorie': 52, 'libelleCategorie': 'Cabaz Compromisso', 'image': 'https://driveimg1.intermarche.com/pt/Ressources/images/publication/8175.png', 'infoBulle': ''}]",0,0,0,7500,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,52.0,3682.0,https://driveimg1.intermarche.com/pt/Ressources/images/publication/8175.png,,Cabaz Compromisso,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A268F7D3CFF6A55F6AD0FB91F4E6512.jpg,,,1,11,
17402,8412600027233,17402,8412600027233,1,700.0,99,Bimbo,Pão forma familiar normal,embalagem de 700 g,1.79,2.56,2.56,0.0,0,[],700,700,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DE8CCFFBC376CC9F4596A72F8ABC4CE5.jpg,,,1,11,
16983,8712100735455,16983,8712100735455,1,540.0,99,Olá,Gelado cornetto morango,Embalagem de 6 x 90 ml,3.54,6.56,6.56,0.0,0,"[{'idPicto': 69, 'idCategorie': 28, 'libelleCategorie': 'Tipo de stockagem', 'image': 'https://driveimg1.intermarche.com/pt/Ressources/images/publication/8136.png', 'infoBulle': ''}]",0,0,0,540,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,28.0,69.0,https://driveimg1.intermarche.com/pt/Ressources/images/publication/8136.png,,Tipo de stockagem,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B4DE454FD5CA5C67863F06FFF45366E8.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FF03523E6B925BE3441B0A34A996CA2B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FF03523E6B925BE3441B0A34A996CA2B.jpg,1,11,
12994,2892524000000,12994,2892524000000,100,100.0,99,Legumes,Cenoura Granel,1 un = 100 gr (aprox.),0.09,0.85,0.85,,0,"[{'idPicto': 3682, 'idCategorie': 52, 'libelleCategorie': 'Cabaz Compromisso', 'image': 'https://driveimg1.intermarche.com/pt/Ressources/images/publication/8175.png', 'infoBulle': ''}]",100,100,0,0,True,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",ORIGEM: PORTUGAL,CATEGORI,,PVI,Poids variable à intervalle,,€/Kg,,52.0,3682.0,https://driveimg1.intermarche.com/pt/Ressources/images/publication/8175.png,,Cabaz Compromisso,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6427FE21A79FA79A1E8CC03E5F3B3703.jpg,,,1,11,
35138,5603722517655,35138,5603722517655,1,960.0,99,Mimosa,"Iogurte sólido aroma morango, ananás e banana,  8 x 120 g",,1.59,1.66,1.66,0.0,0,[],960,960,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0001D46CAD021E71E3E28F8FD4948E5F.jpg,,,1,11,
37443,7613037040869,37443,7613037040869,1,250.0,99,Nestum,Nestum zero espelta/aveia,Embalagem de 250 g,2.16,8.64,8.64,0.0,0,[],250,250,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF80E2BF1A95765256612BEC5A65D8DD.jpg,,,1,11,
48281,8718951465756,48281,8718951465756,1,75.0,99,Colgate,Pasta de Dentes Original,Embalagem de 75 ml,1.9,25.33,25.33,0.0,0,[],0,0,0,75,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49BB359E9C7607165895D2460C62E204.jpg,,,1,11,
32560,8006540808610,32560,8006540808610,1,440.0,99,Fairy,Detergente Manual Loiça Maxi Poder Limão,440 ml,2.99,6.8,6.8,0.0,0,[],0,0,0,440,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/76939BBBBC7A9CB088990F95841C1714.jpg,,,1,11,
18942,5601989950086,18942,5601989950086,1,750.0,99,Monte Velho,"Vinho rosé, região do Alentejo","Garrafa de 0,75 l",3.99,5.32,5.32,0.0,0,[],0,0,0,750,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FEEEDC68044EA9454E1EDA15982D1A78.jpg,,,1,11,
2778,8410168399939,2778,8410168399939,1,4000.0,99,Friskies,Ração para gato adulto com coelho,Embalagem de 4 kg,10.79,2.7,2.7,0.0,0,[],4000,4000,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D77E234EEC231A513DCFB3E4E6B53BA0.jpg,,,1,11,
13242,2893227000000,13242,2893227000000,200,200.0,99,Peixaria,Robalo de Viveiro,de 200 a 600 g (aprox.),1.16,5.79,5.79,,0,[],200,200,0,0,True,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",ORIGEM: AQUICULTURA - TURQUIA,LOTE: 20,,PVI,Poids variable à intervalle,,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48561D1FC8B0542874DDBC21F2E9ADCA.jpg,,,1,11,
13892,2891041000000,13892,2891041000000,500,1000.0,99,Porco,Costeletas do Lombo,Vendido ao peso a partir de 1 kg,3.89,3.89,3.89,,0,[],1000,1000,0,0,True,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",ORIGEM: PORTUGAL,,,PVI,Poids variable à intervalle,,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CEDBCB04142A68CDED3690FB39820D0.jpg,,,1,11,
24920,5604260281848,24920,5604260281848,1,500.0,99,PorSi,Massas alimentícias laços,Embalagem de 500g,0.99,1.98,1.98,0.0,0,[],500,500,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CDC35618E662D71F21ECBA6A843A8E07.jpg,,,1,11,
13947,2891125000000,13947,2891125000000,150,150.0,99,Peru,Espetadas de Peru,1 un = 150 gr (aprox.),0.9,5.99,5.99,,0,[],150,150,0,0,True,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",ORIGEM: PORTUGAL,,,PVI,Poids variable à intervalle,,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F64981E370592175339C16298CEA7C3B.jpg,,,1,11,
2255,5604260267903,2255,5604260267903,1,500.0,99,PorSi,Massa fettuccine,Embalagem de 500g,1.15,2.3,2.3,0.0,0,[],500,500,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B0484FCFA2972A14EFF03D4A586DC5B.jpg,,,1,11,
13893,2891043000000,13893,2891043000000,500,1000.0,99,Porco,Entrecosto,Vendido ao peso a partir de 1 kg,5.98,5.98,5.98,,0,[],1000,1000,0,0,True,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",ORIGEM: PORTUGAL,,,PVI,Poids variable à intervalle,,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA05EE99D302D59771FCC108473E0700.jpg,,,1,11,
13915,2891249000000,13915,2891249000000,250,1000.0,99,Peru,Perna com Osso,1 un = 1 kg (aprox.),3.29,3.29,3.29,,0,[],1000,1000,0,0,True,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",ORIGEM: PORTUGAL,,,PVI,Poids variable à intervalle,,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D88BA2E1544364C5EB66CF19AD6E70E.jpg,,,1,11,
15431,2892305000000,15431,2892305000000,140,140.0,99,Fruta,Pêssego Vermelho,1 un = 140 gr (aprox.),0.28,1.99,1.99,,0,[],140,140,0,0,True,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",ORIGEM: ESPANHA,CAT.: II,,PVI,Poids variable à intervalle,,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E62BAB8F432DF95BA765EAED8406592.jpg,,,1,11,
7240,3073780902366,7240,3073780902366,1,120.0,99,Babybel,Queijo mini,Embalagem de 6x20 g ,1.99,16.58,16.58,0.0,0,[],120,120,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2AEB33307B3FB83CB9A7C96FA47EBE6.jpg,,,1,11,
15577,5604260279166,15577,5604260279166,1,125.0,99,PorSi,Framboesa,Embalagem com 125g,1.59,12.72,12.72,0.0,0,[],125,125,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/498DD3B7B51C2A37F7C64567752911E7.jpg,,,1,11,
25861,5603722509759,25861,5603722509759,1,800.0,99,Mimosa,Leite C/ Chocolate,Embalagem de 4 x 200 ml,1.43,1.79,1.79,0.0,0,[],0,0,0,800,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/754E59DFB7314FD42DB15B9A65008D5F.jpg,,,1,11,
36263,5601027973060,36263,5601027973060,1,480.0,99,Bimbo,Pão de forma integral,Embalagem de 480 g,1.69,3.52,3.52,0.0,0,[],480,480,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/706CDDCF91F9F779ABC5B2D4D8D2F75F.jpg,,,1,11,
38934,5601164863217,38934,5601164863217,1,500.0,99,Somersby,Sidra de maçã,Lata de 500 ml,1.29,2.58,2.58,0.0,0,[],0,0,0,500,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/64CF85A6EEB2D34A86BD341A630D0BDD.jpg,,,1,11,
7241,3073780902441,7241,3073780902441,1,120.0,99,Babybel,"Queijo light, mini",Embalagem de 120g,2.09,17.42,17.42,0.0,0,[],120,120,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0AA8A610862F0A5133BDCC7393F67A54.jpg,,,1,11,
8396,5601049614330,8396,5601049614330,1,250.0,99,Milhafre,Manteiga com sal,Embalagem de 250g,1.95,7.8,7.8,0.0,0,[],250,250,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8DCB9F2F3B36086D35B7173891ABA268.jpg,,,1,11,
1114,5601066300780,1114,5601066300780,1,500.0,99,Nacional,Massa de macarrão riscado,Embalagem de 500g,0.93,1.86,1.86,0.0,0,[],500,500,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E586B0F43C13026DBE291FFB6AC87A9.jpg,,,1,11,
1120,5601066301718,1120,5601066301718,1,500.0,99,Nacional,Massa de espirais,Embalagem de 500g,0.93,1.86,1.86,0.0,0,[],500,500,0,0,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUP,Pièce avec poids,kg,€/Kg,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/53CA28E35AF8AD40FCE8516799A2B51B.jpg,,,1,11,
11466,5601018004605,11466,5601018004605,1,200.0,99,Gresso,Nata Uht para Bater,Embalagem de 200 ml,0.79,3.95,3.95,0.0,0,[],0,0,0,200,False,False,"[{'dateFin': '2024-06-19T23:59:59.999999999+01:00', 'categorie': 'PROSPECTUS'}]",,,,PUV,Pièce avec volume,L,€/L,,,,,,,2024-06-19T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F0BDEBD8FC14852BBFA2B30DDCAEC8DB.jpg,,,1,11,
