identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,avantages_dateFin,avantages_categorie,nro_paginas,page,images_4,images_5,images_6,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise
53349,5000204314595,250.0,Pronto,"Limpa Móveis, 250ml",,3.39,13.56,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B67A395061B35EF34EAA1625DF9B6EA1.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D217222CE95C7E20C669A2882D0AEE6.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D217222CE95C7E20C669A2882D0AEE6.jpg,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
54355,9000100656863,,Bref,"Bloco Sanitário Poder Activo Aqua Duplo, 2un.",,2.99,2.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D4402DF4DBC8F18978353140489AAE1.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
54395,8718951658646,75.0,Colgate,"Pasta De Dentes Branqueadora Max White Carvão, 75ml",,3.99,53.2,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A35D809DC5FF4DBEACFD43CCD16D7A2C.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
54648,5000204356717,,Glade,"Ambientador Vela Mel e Chocolate, 1un.",,2.49,2.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E4CF6C6B89DBD47B6210E79947E9D76.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
54728,5603722522253,1000.0,Pleno,"Bebida vegetal de amêndoa, 1 litro",,1.79,1.79,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C713903044BD7E4AEAF0041C790EBCD.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
54894,8700216443814,325.0,Pantene,"Champô Pro-V Active Nutri-Plex Caracóis Perfeitos, 325ml",,3.94,12.12,325,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2CFDF04ECD7279040CD660975322260E.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
54895,8700216442800,275.0,Pantene,"Condicionador Pro-V Active Nutri-Plex Suave E Liso, 275ml",,3.94,14.33,275,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/019C355257E8E2390F77271C64ABC389.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
55028,8711327640450,204.0,Magnum,"Gelado Bombom Chocolate Branco e Cookies, 12 x 17ml",,3.59,17.6,204,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/984A4EA72874051F4DF6EE3A7421716E.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
55181,5061013945042,500.0,Monster,"Bebida Energética Ultra Peach sem Açúcar, 50cl",,1.39,2.78,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D2F9D9A8DBBA664FA84772D8B1FD7E9C.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
55472,8445291133808,200.0,Buondi,"Café em Grão Extreme, 200g",,3.99,19.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5FF1C76294908D909AC512A092455845.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
56116,8719200299740,250.0,Vaqueiro,"Creme Culinário para Grelhar e Assar, emb. 250 gr",,1.67,6.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D4F44AA6C7C1C13D75AE9ECDA58D7D3C.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
6834,8714789162607,,Colgate,"Escova de dentes, extra clean, 2 unidades",,2.24,2.24,2,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/44661A51C33886F9F9D2E9E6336E3737.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
7332,3228024020126,125.0,Président,"Queijo creme de cabra, 125 g",,2.29,18.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C23B51BEBFC7E1A51D69CE4FAC6BBEE.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
7356,3250390033677,750.0,Delagne&fi,Champagne Rose Bruto,"Garrafa de 0,75 l",21.99,29.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C67F8C7F5B830F4B7403ECD98A12FE61.jpg,,,,,,14,8,,,,2025-12-24T23:59:59Z,PROSPECTUS,,,,,,
8280,5601010111219,125.0,Ramirez,"Sardinha em Óleo, emb. 125 gr",,1.16,9.28,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BDBBB58AA91CECA7479A88A013943A79.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
8282,5601010111240,125.0,Ramirez,"Sardinhas em tomate, 130g",,1.16,9.28,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82946281D1909F6ABBCF4E74D88EF8AB.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
9867,7312040017683,700.0,Absolut Blue,"Vodka Absolut, garrafa 70 cl",Garrafa 0.70L,19.99,28.56,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/95FBB1E10FA7094BF34D09F517EA8A05.jpg,,,,,,14,8,,,,2025-12-24T23:59:59Z,PROSPECTUS,,,,,,
1141,5601082026930,55.0,Delta Q,Cápsulas de café qharacter,Embalagem de 60g,3.99,72.55,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ED78713935358B06CEC6FAE9E6288EA3.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
11586,5601151540831,600.0,Compal,"Néctar ananás, pack 3 x 200 ml",,1.35,2.25,600,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3FACB43E7A9E03C7ABECF62B790A7085.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
1175,5601099051857,170.0,Pála Pála,"Batata frita palha, embalagem de 170 g",,1.39,8.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A2FA1BE0EA1B602D4848B80A3DAB0A5C.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
11990,5604067039000,750.0,Quintas de Melgaço,"Vinho verde branco alvarinho, garrafa de 0.75 l",,8.89,11.85,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/56014CB53468E6D14AE7EBF79A09A952.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
15997,5601001003769,200.0,Nescafé,"Café Solúvel Clássico, emb. 200 gr",,8.89,44.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D522F02541567E297EFB38917647EE9.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
16407,7622210352224,31.0,Royal,"Gelatina ananás 10kcal, embalagem de 30g",,1.44,46.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A257042CE178F542C5467E8BB39BB12.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
16719,8410376042504,240.0,Gullón,"Bolacha vitalday aveia e chocolate, embalagem de 240g",,1.59,6.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBCD683FA557DEEB2756309FDB000BE5.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
16720,8410376042511,240.0,Gullón,"Bolacha vitalday frutos vermelhos, embalagem de 240g",,1.44,6.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48A22A81F8406AAB70991C189FE92BA4.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
16723,8410376041002,265.0,Gullón,"Bolacha vitalday crocante original, embalagem de 270g",,1.29,4.87,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F006617D1D0A76F1AD1074F91D2D364.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
17952,5601226041638,1500.0,Ucal,"Leite com chocolate sem lactose, embalagem de 6 x 250 ml",,5.35,3.57,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/794A9F22188A3D48E447442D3822FAF3.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
2483,7613032607463,250.0,Cerelac,"Papa Infantil Não Láctea 8 Cereais e Mel +6M, emb. 250 gr",,2.39,9.56,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D8960B1BDF9EC6F37D85F527DA09587D.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
2504,7613033162183,,Nescafé,"Cápsulas de Achocolatado Nesquik, emb. 16 un",,5.89,5.89,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FFEEFEF25E701F2D441EFADAFB575838.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
25931,4005808222490,200.0,Nivea Men,"Espuma de Barbear Men Protect & Care Suave, emb. 200 ml",,3.89,19.45,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8762C959EBE7753582EB2BA05D5DDF9E.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
27267,5601043111330,500.0,Espiga,"Farinha de centeio, embalagem de 500g",,1.19,2.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C0A350D4AD17BA07FA6228A503C13F1E.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
27479,5054563019257,,Sensodyne,Escova Dentes Gengiva Extra Suave,1 un.,2.99,2.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CBBFD0D8531911FA0B7CEB79FCBBF66.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
27949,5604260281374,780.0,Porsi Programa Origens,Legumes para Creme de Cenoura 780 G,,2.29,2.94,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3AED21A6B13883A6F82FA61F7DFC5250.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
28061,2895093000000,1000.0,Milhafre,Queijo Curado Vaca Cremoso Ilha Terceira,1 un = 1 kg (aprox.),10.99,10.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FDB1554A8220C7DD03C25D7A47079B19.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
2852,0074299018060,,Hot Wheels,Pack 5 veículos sortidos,1 embalagem,9.99,9.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E66A785086F405D44E86ECEC556B312F.jpg,,,,,,14,8,,,,2025-11-30T23:59:59Z,AC,50.0,PCT,STANDARD,2025-11-26T00:00:00Z,99.0,4.995
28663,8714789135243,,Colgate,"Escova dentífrica zig zag média, 2 + 1 grátis",,2.69,2.69,3,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A98EEC746993A1476711372655871B9C.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
28859,5000116123841,336.0,Capitão Iglo,"Douradinhos estaladiços, embalagem de 340g",,4.99,14.85,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49AFDC264463FC49315EE03B7B5FBE4C.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
29313,8710552260594,500.0,Calgon,"Anticalcário paramáquina roupa em pó, embalagem de 500g",,6.99,13.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3E718FA9AB627D41193B01D91DE49D1F.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
30053,7613036271882,,Nescafé,"Cápsulas de café com leite cappuccino, embalagem com 16 cápsulas",,5.89,5.89,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5BB9EC4C2940375D6F1C3E0EB32D5765.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
30713,8714100637562,330.0,Magnum,"Magnum mini intense dark 70%, embalagem de 6 x 55 ml",,4.49,13.61,330,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B6FEDC1DE92C93F96A9F10C84FBE1B5A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D57F829433EB7CA6987F1C9E83A03E1B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D57F829433EB7CA6987F1C9E83A03E1B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D57F829433EB7CA6987F1C9E83A03E1B.jpg,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
32044,5603722517471,1000.0,Mimosa,"Mimosa bem especial leite e amêndoa, embalagem de 1litro",,1.18,1.18,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A1AF42E2DBF696A3B59FEDBA01AC4F82.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
32104,8001090639073,300.0,Pantene,Champô 3 em 1 Clássico,300 ml,4.94,16.47,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE2AB945B06DD7E4B345C0575695E7A2.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
32302,4005900388636,50.0,Nivea,"Desodorizante Roll On Black & White Invisible Original, emb. 50 ml",,2.29,45.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A7033FA7EF521736C8A4EC3A7B6E46A0.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
32304,4005900386564,50.0,Nivea,"Desodorizante Roll On Black & White Active, emb. 50 ml",,2.99,59.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/456BB91446D840F87A037D96EF8F2C1F.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
33113,7613036562874,,Nescafé,"Café ristretto napoli, embalagem de 16 cápsulas",,5.89,5.89,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF5F6B7C5C6AF2805D2287F3CBC35ACC.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
33221,3228021000145,125.0,Président,"Queijo creme de camembert, embalagem de 125g",,2.29,18.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3781A182FB48CA312AA5E3F2C0F5576E.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
33631,5601217130631,,Finish,"Ambientador para a máquina da loiça de lima e limão, 1 un.",,3.49,3.49,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/59B0AD9BB7EBD8E68264D646B0B54FF9.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
36242,5000204117585,,Glade,Ambientador elétrico pure clean linen + recarga,1 unidade,4.49,4.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9A7A8E7742D78EC7287B88FEA90BB41B.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
36582,7613036514576,2500.0,Purina One,"Alimento seco para cão esterilizado medium/maxi >10 kg, embalagem de 2,5 kg",,11.59,4.64,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/377C052FC8F66A7483AE41B0DF5DCB91.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
36752,3574661487694,,Carefree,Pensos diários maxi,Embalagem com 64 unidades,3.74,3.74,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B85837116B789330B5F8E53F110D78D5.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
3735,3250390033707,750.0,Delagne&fi,Champagne Meio Seco,"Garrafa de 0,75 l",21.99,29.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/661B538979B2B0053426CBDCFD742CB8.jpg,,,,,,14,8,,,,2025-12-24T23:59:59Z,PROSPECTUS,,,,,,
37987,5601809011539,550.0,Riberalves,Lombos de bacalhau 4 meses de cura,Embalagem de 550 g,16.79,30.53,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9C6DE71E12945881D3F9808E35022C27.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
38132,4005900676023,50.0,Nivea,"Creme de dia q10 plus anti rugas, embalagem de 50 ml",,8.99,179.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C6D7480A40FB197EBAB3BABCA66A99D.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
38419,5411188129318,400.0,Alpro,"Yofu natural estilo skyr, embalagem de 400g",,2.54,6.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BDF6850350FBA70EC1AD1C91E2CF4E66.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBD711D42DC64D7360DF74EFEBF0E255.jpg,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
40595,5603722519444,480.0,Mimosa,"Iogurte fruta batida pera, 4 x 120 g",,1.69,3.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0C81E15DB3EDE93E3D78890D184F7E15.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
40597,7622201122836,114.0,Royal,"Gelatina em Pó de Ananás, emb. 114 gr",,1.44,12.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2FF1D70FE385745F29886EA824961342.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
40670,5000116125449,1440.0,Capitão Iglo,"18 hamburguers sem glúten vaca, pack familiar com 1.4 kg",,16.99,11.8,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/080130715FD0824001550733A3631559.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
40826,7613035001848,,Nescafé,"Café dolce gusto ricoré, embalagem com 16 cápsulas",,5.89,5.89,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D720192AFF061E3E5E32F51D24E94356.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
40831,8717163675038,150.0,Rexona,"Desodorizante spray invisible, embalagem de 150 ml",,2.69,17.93,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72984E844ED2A9B77A3E437C7EFE3233.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
40855,8712561483094,200.0,Vaseline,"Loção Corpo Cocoa Glow, emb. 200 ml",,2.39,11.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EE37A6DC2D913E08A23D177928C29AE8.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
40911,5601082046976,50.0,Delta Q,Café mythiq,Embalagem de 50g,3.99,79.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/122F99AB6BA9E453566914C598618D44.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
40994,7622201122720,114.0,Royal,"Gelatina maracujá, 114g",,1.44,12.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0E1E0485E757A6E0F350062BC502994.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
41303,5601043119022,500.0,Espiga,"Sêmola de milho espiga, embalagem de 500g",,0.94,1.88,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D53389E1B59935D4657E1A660C385FB5.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
41901,7613037677591,250.0,Cerelac,"Papa Infantil Farinha Láctea com 40% Menos Açúcares +6M,  emb. 250 gr",,2.49,9.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/029375962274AEB82420915E9195E54A.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
41943,5060639127375,500.0,Monster,"Energy ultra paradise, lata de 500 ml",,1.39,2.78,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/28996412DCD4A9AABAAEC478828AF6D4.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
43516,8001090970497,50.0,Old Spice,Desodorizante Stick Captain,Embalagem de 50 ml,3.54,70.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8CBCB0EAB22454D96F1BCFAD4F27D968.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
44249,8410376057294,200.0,Gullón,"Bolacha recheada duplo chocolate, embalagem de 200g",,1.44,7.2,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/657D56938109CEB2028314A43564D0AB.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
44367,7613036691994,1500.0,Purina One,"Ração para cão mini < 10 kg pele e pêlo de vaca e arroz, de 1,5kg",,7.49,4.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/36E801417FD2037A626C7E6A671C789C.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
44933,7613287343758,,Nescafé,"Ndg café espresso intenso 16 capsulas, embalagem de 112g",,5.59,5.59,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B8D48DC222AD13301B58C2D365D1671.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
45470,7613036632010,288.0,Felix,"Comida Húmida para Gato Adulto Caldo Original Seleção do Campo Saquetas, emb. 6 x 48 gr",pack 6 x 48 g,2.24,7.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/383DA3F2C6F171BEBC3887692C7FDD5E.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
46208,8710522724262,135.0,Knorr,"Tempero em pó galinha, 135g",,3.69,27.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AB94BD83261F11D2BFB747B57E4DBF7D.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
46217,5060751213550,500.0,Monster,"Bebida Energética Monarch, emb. 50 cl",,1.39,2.78,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3332DE20158D5C574A5C1123749DE371.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
46333,5054563107510,75.0,Sensodyne,Dentífrico sensibilidade e gengivas,Embalagem de 75 ml,3.96,52.8,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB46A103FD259F3133F02CC556AD6D4A.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
46474,5604260314720,115.0,PorSi,Rebuçados sem Açúcar Sabor a Mentol- Contém Edulcorantes 115 G,,1.19,10.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/21EC554933E1CAB7AEF3F589898FF4F3.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
46632,4005900868619,625.0,Nivea,"Loção corporal body milk, embalagem de 625 ml",,6.99,11.18,625,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF28E4D89E349AB87771BE0B2F42DE4C.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
46729,5054563109743,75.0,Sensodyne,Pasta Dentífrica Branqueadora Sensibilidade e Gengivas,Embalagem de 75 ml,3.96,52.8,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B67D306325DBFD978FD2403A0E37B13D.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
47131,8001665717298,250.0,Rana,"Tortellini 4 queijos, 250g",,2.62,10.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D2D17229B971C91E98E9320345DC34CB.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
47806,5604260316717,250.0,Porsi Select - Programa Origens,Plumas de Porco Preto do Alentejo 250 G,,4.75,19.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E750AEFB9DB1BECB0C708CA413869FF7.jpg,,,,,,14,8,,,,2025-12-03T23:59:59Z,PROSPECTUS,,,,,,
